,Model Type,Train RMSE,Cross-Val RMSE,Test RMSE,Train Accuracy,Test Accuracy,Normality of Residuals,company
0,Elastic Net,-2.317890070892788,-4.734436749423072,-5.671128075328411,0.5339265850945495,0.5177777777777778,1.3399982475439948e-54,HRB
1,SVR,-9.634008505669328,-16.86290850019363,-21.347417586510158,0.4905450500556173,0.5311111111111111,2.3256670437983065e-87,HRB
2,Ridge,3.9027867274959123,-4.399724659278996,9.030130100821136,0.5239154616240267,0.5288888888888889,6.2548093449017156e-21,HRB
0,Elastic Net,-2.473025038500872,-8.363451405532532,-21.651696782649978,0.525027808676307,0.6133333333333333,5.206299644820768e-21,RIBT
1,SVR,-7.0894432624981185,-34.57320508232282,-6409383.043195609,0.4688542825361513,0.4288888888888889,0.0,RIBT
2,Ridge,3.751913582169139,-4.603154596276275,29.099789894659942,0.4944382647385984,0.5355555555555556,1.2294276146423606e-150,RIBT
0,Elastic Net,-6.805029935770889,-17.31926721380611,-34.20906150255492,0.5155728587319244,0.5311111111111111,3.035466818451869e-08,VFC
1,SVR,-0.579504286106477,-11.312041050708377,-6.289174768613323,0.4771968854282536,0.5422222222222223,0.0,VFC
2,Ridge,7.159512375107757,-20.910560923836368,30.971376359437954,0.5100111234705228,0.5311111111111111,2.5167913887163543e-06,VFC
0,Elastic Net,-9.588586777814575,-16.482602516989914,-29.7045109402294,0.525027808676307,0.4888888888888889,5.919154832267891e-37,APA
1,SVR,-4.20375064974053,-52.716664565571556,-196.97934379744112,0.5050055617352615,0.4688888888888889,1.1910368619535735e-32,APA
2,Ridge,8.192433707380511,-16.77621239788111,18.096052499698025,0.5100111234705228,0.4866666666666667,1.7337834145884753e-41,APA
0,Elastic Net,-6.0538401467055385,-5.973570504949677,-16.76776735660502,0.5022246941045606,0.5133333333333333,4.6108824083165537e-94,EQIX
1,SVR,0.9921962653462643,-26.32136156374519,0.9219959212278931,0.5406006674082313,0.5266666666666666,2.5366090572626307e-144,EQIX
2,Ridge,5.898619761640566,-6.321580007851821,16.63519570897068,0.5044493882091212,0.5022222222222222,1.2762160818175593e-86,EQIX
0,Elastic Net,-20.809594047890794,-45.573970792407444,-68.40512360295989,0.5,0.5088888888888888,4.51118422517819e-16,FLT
1,SVR,-99.72600682134399,-221.28041749257312,-235.12667824476054,0.5411568409343716,0.5222222222222223,0.0,FLT
2,Ridge,20.809018213189216,-54.93250513278067,68.70814476461781,0.4994438264738598,0.5155555555555555,4.727495267061703e-16,FLT
0,Elastic Net,-15.490314037803012,-20.537177413891996,-64.42666388775052,0.4988876529477197,0.5266666666666666,3.594440029610666e-05,CMI
1,SVR,-27.369204883014483,-122.78457438261258,-8.059100079019148,0.503337041156841,0.48,1.4324326175038522e-302,CMI
2,Ridge,20.038618825789648,-23.789193415337778,81.06956493350928,0.4966629588431591,0.5133333333333333,6.462976084122121e-05,CMI
0,Elastic Net,-3.3185183865927277,-5.4194049450072965,-9.681905671690055,0.5050055617352615,0.49777777777777776,2.6616890002791637e-70,MGM
1,SVR,-32.0446813163829,-22.92281468843742,-35.29964585602277,0.5228031145717463,0.48,0.0,MGM
2,Ridge,5.523943481441398,-6.4344248299345255,12.15976322035383,0.5044493882091212,0.5177777777777778,1.0608738489732352e-05,MGM
0,Elastic Net,-8.671992907332992,-24.892497952934885,-45.932601033482676,0.5105042016806722,0.4677871148459384,3.451916632742947e-91,ALLE
1,SVR,-5.576505397483079,-37.44460421876603,-7.449702992409442,0.49229691876750703,0.5014005602240896,7.892605214987019e-200,ALLE
2,Ridge,7.932948481665607,-28.762798496229266,40.52324699591331,0.5147058823529411,0.47058823529411764,2.558765236336261e-45,ALLE
0,Elastic Net,-0.7858098089361342,-0.7868373711556402,-2.1735685047615174,0.4988876529477197,0.49333333333333335,1.2903756525018843e-94,EW
1,SVR,-46.878858780619176,-137.03949021174475,-6.603127651496642,0.5333704115684094,0.4533333333333333,0.0,EW
2,Ridge,0.7788006684874428,-0.7945554711608462,2.439420136414663,0.4938820912124583,0.4777777777777778,4.6413100536048824e-91,EW
0,Elastic Net,-2.4693887460607176,-5.342663269500278,-9.405723714904266,0.5222469410456062,0.5111111111111111,2.765351091036627e-26,IBM
1,SVR,-5.47106458569897,-58.6428877432666,-31.55700111335284,0.5044493882091212,0.5133333333333333,0.29226657409640167,IBM
2,Ridge,2.347296831871832,-5.763062765305032,10.244303274594236,0.5133481646273638,0.52,3.2183660365051287e-33,IBM
0,Elastic Net,-0.23546256807254334,-0.20817417879829433,-0.6832862587256412,0.5344827586206896,0.5377777777777778,3.302888907732064e-216,ROL
1,SVR,-3.386552869002019,-26.173303343454087,-19.5333766641348,0.4771968854282536,0.44666666666666666,0.0,ROL
2,Ridge,0.23384795619759283,-0.21633024466201797,0.6882285039793099,0.5367074527252503,0.5533333333333333,3.399265450796366e-218,ROL
0,Elastic Net,-5.205630983263381,-4.793856371525795,-15.062878129799275,0.5022246941045606,0.4777777777777778,0.0,ALGN
1,SVR,0.9961429480500936,-9.242297629676958,0.9902489725281713,0.4838709677419355,0.5066666666666667,4.795106540149429e-282,ALGN
2,Ridge,5.048308484481779,-5.008150729798494,15.093255006509159,0.492769744160178,0.47555555555555556,0.0,ALGN
0,Elastic Net,-1.7220585552138143,-1.69234479613113,-5.451695843222797,0.5372636262513905,0.4911111111111111,0.0,AON
1,SVR,0.5506975401316476,-27.689365516341603,0.453045692429378,0.5489432703003337,0.5022222222222222,4.171420486595764e-186,AON
2,Ridge,1.7082431873463582,-1.7136685762295791,5.429189040150506,0.5272525027808677,0.4822222222222222,0.0,AON
0,Elastic Net,-25.10923458617449,-52.210233465199394,-45.2953645583567,0.5050055617352615,0.5666666666666667,5.5112226537855066e-08,FDX
1,SVR,-6.1912830082279875,-70.96627052369936,-3.6515110450259494,0.474972191323693,0.5022222222222222,0.0,FDX
2,Ridge,30.013572646356256,-51.12898597946664,46.606526696553445,0.5044493882091212,0.54,0.004314605704557362,FDX
0,Elastic Net,-2.2708177800709457,-2.1017516329478703,-6.990987315108449,0.5155728587319244,0.5066666666666667,7.191441899522095e-85,ADSK
1,SVR,-0.20225896406629174,-45.39208795734341,-1.5324022487575477,0.5072302558398221,0.45111111111111113,8.629297699816135e-235,ADSK
2,Ridge,2.225131906570858,-2.183731260201382,7.044557225976252,0.4988876529477197,0.4822222222222222,3.0417187315959626e-84,ADSK
0,Elastic Net,-5.578629894467299,-20.964526352189502,-65.76744235247963,0.5189098998887653,0.4955555555555556,4.688938426511209e-50,CAH
1,SVR,-20.03567778195266,-59.425810280739825,-52.125958165355726,0.4849833147942158,0.5044444444444445,2.3417442291554638e-209,CAH
2,Ridge,5.576866906570795,-23.749914041096748,65.88545552788813,0.5189098998887653,0.4955555555555556,6.049856294349296e-52,CAH
0,Elastic Net,-1.8919843322751524,-2.1092433701748354,-5.98570516818045,0.4988876529477197,0.5111111111111111,4.878100800420765e-93,AIZ
1,SVR,0.9298901789482603,-12.61407440573541,0.6870353051181913,0.5239154616240267,0.4822222222222222,0.3099175093844908,AIZ
2,Ridge,1.7068543149731181,-2.3287161755075196,9.729251351978068,0.5244716351501668,0.4711111111111111,7.199459246712995e-57,AIZ
0,Elastic Net,-3.6603492526597554,-7.594070817873984,-7.043247807404778,0.5362796833773087,0.49340369393139843,0.005484259528355537,COTY
1,SVR,-13.469323942998503,-29.475985396809754,-489.7100596379689,0.48021108179419525,0.47493403693931396,3.185750283417117e-161,COTY
2,Ridge,6.204217631586253,-8.679908731291382,9.491118603686296,0.4980211081794195,0.46965699208443273,6.486938509168862e-08,COTY
0,Elastic Net,-1.4599490199392016,-3.189734254848313,-22.7131425541547,0.5294771968854283,0.5222222222222223,1.028086670981806e-27,NI
1,SVR,-0.6273259588451299,-3.956077930213386,-24.46123715554155,0.46774193548387094,0.5177777777777778,0.0,NI
2,Ridge,1.3024463891173192,-2.9749529340876,20.480490152124098,0.5300333704115684,0.5222222222222223,1.5687092928210593e-08,NI
0,Elastic Net,-0.5927505739236288,-0.6254247298433588,-2.2728304520593654,0.4961067853170189,0.4622222222222222,7.620994739706423e-189,PWR
1,SVR,-0.6673712972562813,-8.57942744357069,-1.7490368570815207,0.4833147942157953,0.47555555555555556,0.0,PWR
2,Ridge,0.5820334012427384,-0.6442596544578714,2.4432789692628925,0.5094549499443827,0.4577777777777778,3.084103841173948e-192,PWR
0,Elastic Net,-1.3407245096621054,-1.301453017747176,-3.3860873259238686,0.5055617352614016,0.5333333333333333,1.7661532298669937e-75,LOW
1,SVR,-10.923311401574583,-101.69924068087936,-6.066575242537192,0.5105672969966629,0.47555555555555556,4.159518950258647e-189,LOW
2,Ridge,1.335509464929169,-1.328968132465094,3.453321767664787,0.5111234705228032,0.5288888888888889,1.807507297206061e-74,LOW
0,Elastic Net,-5.264519199785603,-8.1220835999467,-11.042869375117819,0.492769744160178,0.5066666666666667,7.049840932895031e-07,BWA
1,SVR,-14.80671904799117,-25.224205363720795,-10.704480262401145,0.4916573971078977,0.5022222222222222,3.763701467503199e-123,BWA
2,Ridge,4.2999902453362155,-9.895431504521824,18.677379450190156,0.4961067853170189,0.49333333333333335,5.658350681757893e-13,BWA
0,Elastic Net,-1.4600662784286453,-1.5353987613858475,-4.547820518073492,0.4699666295884316,0.5444444444444444,9.734844001093362e-139,JKHY
1,SVR,0.9797087654275748,-7.724181947214258,0.7177141270399294,0.5294771968854283,0.5155555555555555,3.2557220237875344e-132,JKHY
2,Ridge,1.4434535195401037,-1.5808310993511612,4.762964325583334,0.4738598442714127,0.5088888888888888,3.9953788817117397e-128,JKHY
0,Elastic Net,-1.566566996015038,-1.496865723731032,-4.991801612235136,0.5194660734149055,0.5244444444444445,1.3528053881681738e-79,GPN
1,SVR,-0.589734044612344,-57.23010991073501,-4.4581568269389145,0.5411568409343716,0.5111111111111111,0.0,GPN
2,Ridge,1.5556087860009065,-1.5127177144987722,5.018552614072894,0.5094549499443827,0.5244444444444445,2.7990822213101197e-71,GPN
0,Elastic Net,-5.763536118206985,-13.75075620707004,-32.072254901595294,0.5161290322580645,0.52,0.07538820958500095,DTE
1,SVR,-17.52712520045045,-63.587138768152066,-36.64306595736237,0.5239154616240267,0.5088888888888888,9.886009057941652e-141,DTE
2,Ridge,5.164943972932938,-13.946544278628537,30.668351539699756,0.5266963292547274,0.5244444444444445,1.9226154082876908e-10,DTE
0,Elastic Net,-1.3679940745195072,-1.4539178746057442,-3.060253691201729,0.5266963292547274,0.5533333333333333,3.396019560432542e-49,ADI
1,SVR,0.3771331656099419,-21.800339927672745,0.8206575272272789,0.5289210233592881,0.52,4.3207473434231235e-10,ADI
2,Ridge,1.336834165160748,-1.4316463692339125,3.6434926369620246,0.5255839822024472,0.5444444444444444,1.4463021798559977e-47,ADI
0,Elastic Net,-5.1935080156880185,-14.74779731582007,-13.207223481446658,0.525027808676307,0.49333333333333335,2.403996751299396e-17,FBHS
1,SVR,-4.340345813033928,-11.567529357269239,-3.0484879753029253,0.4694104560622914,0.4822222222222222,0.0,FBHS
2,Ridge,4.686473376082303,-16.520596050131164,24.366760790779928,0.5239154616240267,0.47555555555555556,9.4739263366891e-08,FBHS
0,Elastic Net,-3.5265040625809805,-18.68573263994521,-9.632889294278693,0.5294117647058824,0.4681528662420382,1.7311362722069365e-12,CFG
1,SVR,-0.2887317238756639,-16.355079121289414,-0.09563950722805825,0.5262321144674086,0.5159235668789809,9.96516373683429e-14,CFG
2,Ridge,7.097384747623067,-20.53409663540588,11.354075637558743,0.5158982511923689,0.49044585987261147,2.7997506871423284e-07,CFG
0,Elastic Net,-2.83134173134963,-4.170765522352535,-13.41930777842055,0.4905450500556173,0.5,1.428378155696049e-11,NEOG
1,SVR,-11.754486276969304,-20.757445251476806,-351.1061937305565,0.5161290322580645,0.5222222222222223,2.4832506980498507e-264,NEOG
2,Ridge,2.8027577513762556,-4.137612549796078,12.850579273376553,0.4855394883203559,0.5022222222222222,7.735744204505314e-11,NEOG
0,Elastic Net,-12.145711308606174,-119.7406481577605,-42.53935071319207,0.4771968854282536,0.6577777777777778,0.0,NTRR
1,SVR,-0.7927091038620813,-1039.8372543081127,-6718058925.882516,0.43770856507230255,0.4777777777777778,0.0,NTRR
2,Ridge,11.895724162049124,-653.591789805244,53.51769129510253,0.4872080088987764,0.6577777777777778,0.0,NTRR
0,Elastic Net,-6.58488561962297,-16.373845719963242,-39.34514909060457,0.5139043381535039,0.46444444444444444,5.521386727278947e-08,TSN
1,SVR,-0.7752519492850516,-19.677890633161958,-26.101728280140687,0.5522803114571746,0.4911111111111111,7.465356583825562e-64,TSN
2,Ridge,6.578688618378722,-23.365042345339948,39.60619715734509,0.514460511679644,0.4666666666666667,1.4135056161421146e-07,TSN
0,Elastic Net,-39.95972202909564,-37.18467739068047,-112.15278058939397,0.5011123470522804,0.52,2.7767095308251765e-71,NVR
1,SVR,0.9764068210436064,-41.79454714448399,0.9648229630846005,0.5255839822024472,0.54,0.0,NVR
2,Ridge,42.223604543196736,-38.540317699737294,119.40712167398112,0.4911012235817575,0.5022222222222222,1.5642055928170833e-90,NVR
0,Elastic Net,-3.734231032867296,-7.48325930917746,-13.275417287059122,0.5189098998887653,0.5288888888888889,6.514872846501751e-07,IVZ
1,SVR,-6.069303155419921,-24.905994076493517,-6.945602967411398,0.5,0.49777777777777776,8.444624443555908e-74,IVZ
2,Ridge,6.225361447440131,-9.141822504124704,10.749517152013157,0.5088987764182424,0.5244444444444445,3.818656814578077e-10,IVZ
0,Elastic Net,-1.7034840537122427,-1.554108211229658,-3.6839846299699404,0.4988876529477197,0.5533333333333333,2.300824390970686e-128,TTWO
1,SVR,-3.72920299469924,-75.39480250318864,-3.4256650109129145,0.5127919911012235,0.4777777777777778,0.0,TTWO
2,Ridge,1.6989996714539919,-1.6151927984416872,3.704822661352385,0.4983314794215795,0.5333333333333333,1.3043631198194035e-125,TTWO
0,Elastic Net,-2.5659582757540234,-2.4788961045376277,-6.280995675262794,0.4983314794215795,0.49777777777777776,4.585678316689667e-106,COST
1,SVR,-13.964563818401507,-111.67966722364197,-5.0618652622308105,0.5394883203559511,0.47333333333333333,0.0,COST
2,Ridge,2.471326732095406,-2.4904306036473653,6.223067558283432,0.4966629588431591,0.47555555555555556,7.770087808768833e-110,COST
0,Elastic Net,-4.714400283228805,-8.597929912808931,-8.467531524600913,0.5116796440489433,0.5222222222222223,2.141881614058924e-13,WMB
1,SVR,-8.457261183338657,-34.48400933436616,-60.014697018027675,0.5183537263626251,0.5511111111111111,0.0,WMB
2,Ridge,4.443307524084672,-14.535569946920695,12.366868469586251,0.5150166852057843,0.52,3.5417238305844946e-14,WMB
0,Elastic Net,-1.2098223506441286,-1.4060821583452148,-2.9795520532044417,0.5100111234705228,0.5266666666666666,1.1792012384708501e-73,FRC
1,SVR,0.3061952036387966,-33.4774467333851,-0.5709233402164844,0.4994438264738598,0.4488888888888889,0.0,FRC
2,Ridge,1.152013043368125,-1.3999048341057128,3.5422985976402352,0.542825361512792,0.5422222222222223,1.3494578599931638e-65,FRC
0,Elastic Net,-2.556185076396272,-2.4653068742129185,-6.55041521357498,0.5344827586206896,0.5044444444444445,1.4214270367478825e-80,URI
1,SVR,-0.04263452093697895,-59.40057891371269,-0.7698756276397896,0.4911012235817575,0.4888888888888889,4.562986692857241e-263,URI
2,Ridge,2.527974696613577,-2.5694076139866286,7.844189625411517,0.5361512791991101,0.46444444444444444,1.3765736563798511e-71,URI
0,Elastic Net,-3.098670291386999,-5.924988260334884,-13.418900671476841,0.48164627363737483,0.5133333333333333,6.698251054628757e-22,PHM
1,SVR,-108.2762972892112,-31.3225922175534,-6.684858978613014,0.5094549499443827,0.5066666666666667,1.6898232613563403e-162,PHM
2,Ridge,3.090978898451163,-6.4341849314441335,13.109125608872999,0.4844271412680756,0.5133333333333333,6.2225278596203176e-18,PHM
0,Elastic Net,-3.79830749644841,-6.683683549304487,-23.63011004437375,0.4877641824249166,0.4622222222222222,1.4882244051960148e-08,KRA
1,SVR,-0.028921767823245625,-11.576799306438875,-1.3616499115494487,0.474972191323693,0.5444444444444444,5.2360356567025006e-110,KRA
2,Ridge,3.791807135376391,-9.045030976944384,24.050859424738697,0.4905450500556173,0.4622222222222222,4.0788070769469417e-07,KRA
0,Elastic Net,-1.7547989543768425,-1.8633735970992482,-4.614042761843297,0.4872080088987764,0.5311111111111111,6.74785551889689e-220,EFX
1,SVR,-9.557525864348738,-81.23653797863177,0.5298109795851769,0.5333704115684094,0.5244444444444445,0.0,EFX
2,Ridge,1.7394652183663986,-1.842658798483459,4.808137175442048,0.4983314794215795,0.52,5.439886762091414e-215,EFX
0,Elastic Net,-1.6192031106156264,-3.2283154695917404,-12.803177799071024,0.5022246941045606,0.5177777777777778,0.050050809117776755,HPQ
1,SVR,-929.9679520276745,-109.97877350112526,-53.39874448437188,0.5172413793103449,0.5733333333333334,0.0,HPQ
2,Ridge,1.5977084341851902,-4.382844046015844,12.670835506844515,0.5083426028921023,0.52,0.13352721515696944,HPQ
0,Elastic Net,-3.068968774048486,-10.68379078036792,-36.382455251018165,0.5439377085650723,0.5333333333333333,0.585497840461659,KR
1,SVR,-9.14390374577411,-18.067968609357184,-20.161067829689017,0.5266963292547274,0.54,0.0,KR
2,Ridge,6.561595222087354,-9.971887512080945,9.329398624898689,0.5333704115684094,0.4666666666666667,2.0815166140520927e-34,KR
0,Elastic Net,-4.419884585599047,-7.018559541915259,-24.679069972374453,0.525027808676307,0.5155555555555555,6.634023906731887e-23,AEP
1,SVR,-25.44960716771698,-43.03699993445674,-406.4185227312596,0.5383759733036707,0.5555555555555556,1.717847223987659e-204,AEP
2,Ridge,3.7157670472655338,-7.777176706021712,22.408801241054864,0.5205784204671857,0.5355555555555556,8.264664141893909e-21,AEP
0,Elastic Net,-1.5052681420080813,-1.3564924935428702,-4.082355837291578,0.5083426028921023,0.5222222222222223,1.0745606673801802e-193,XLNX
1,SVR,-5.344833614202077,-47.6598815714152,-1.286848219256071,0.5333704115684094,0.4711111111111111,1.6867354106811982e-289,XLNX
2,Ridge,1.497810119890534,-1.374043550630495,4.218422250986171,0.5166852057842046,0.5066666666666667,2.1831544433384994e-192,XLNX
0,Elastic Net,-1.2729703722439103,-1.2196979295460735,-4.078183863918715,0.5522803114571746,0.5355555555555556,4.1287316533215885e-98,MSFT
1,SVR,-98.02704353255714,-310.91377191650537,-18.998869394380968,0.5339265850945495,0.56,0.0,MSFT
2,Ridge,1.2632138180287007,-1.2013390684708225,4.182191218843844,0.5545050055617352,0.49777777777777776,5.934392229932223e-102,MSFT
0,Elastic Net,-23.29771526676717,-58.28373796038691,-66.04012334761892,0.5127919911012235,0.5511111111111111,1.313330478342031e-09,ILMN
1,SVR,0.6737978357902978,-59.02661988371342,0.10033679238853299,0.5077864293659622,0.5,7.47195169503484e-154,ILMN
2,Ridge,30.872414000572615,-55.79628295563354,72.52991550642017,0.5116796440489433,0.5377777777777778,9.378959778452178e-26,ILMN
0,Elastic Net,-5.285915348330755,-8.419352189852086,-36.66638811431002,0.5289210233592881,0.4822222222222222,4.624234460403263e-16,PAYX
1,SVR,-19.61279418176954,-79.95871796951647,-9.369617787660966,0.5194660734149055,0.5244444444444445,5.507093870792905e-118,PAYX
2,Ridge,4.980629138465212,-8.513063165634437,31.667335795506734,0.5194660734149055,0.4888888888888889,4.2871139426448666e-20,PAYX
0,Elastic Net,-0.6545170283817937,-0.7248592556891126,-1.9479313465068875,0.48164627363737483,0.5133333333333333,2.246432610830654e-43,HOLX
1,SVR,-122.91145111995996,-120.31858823191683,-20.13191487488132,0.5294771968854283,0.5422222222222223,0.0,HOLX
2,Ridge,0.6405709334349031,-0.7117403768977707,1.8990968466070215,0.4966629588431591,0.5155555555555555,1.1701469901415598e-42,HOLX
0,Elastic Net,-7.241692497806012,-13.381332355366554,-19.843123141974687,0.489432703003337,0.4866666666666667,7.493115658887512e-18,HES
1,SVR,-20.472521492120322,-48.10834938098431,-4.275087578403284,0.5044493882091212,0.5377777777777778,0.0,HES
2,Ridge,6.022284022982364,-16.268708681678138,62.96174952831929,0.5116796440489433,0.49333333333333335,0.004380881677274964,HES
0,Elastic Net,-16.161972279727394,-25.59462625745576,-91.78930756670948,0.4872080088987764,0.4888888888888889,5.7862913248156694e-08,PH
1,SVR,-27.61143818635457,-173.0459803618929,-4.6128416101024445,0.5194660734149055,0.5222222222222223,2.267156614916667e-259,PH
2,Ridge,15.836097950254727,-30.303740545093476,97.68348278951298,0.4911012235817575,0.4866666666666667,0.0036568108225520273,PH
0,Elastic Net,-5.173593472069358,-19.529920388425897,-16.699315857658927,0.5174506828528073,0.5121212121212121,0.00014046904654881913,ANET
1,SVR,-13.087903967725497,-34.37909653725104,-6.627178909454056,0.5508345978755691,0.509090909090909,0.0,ANET
2,Ridge,5.037721335723521,-37.22430382409258,13.323732202784015,0.5227617602427921,0.5272727272727272,1.3611874300692101e-14,ANET
0,Elastic Net,-2.203497203340573,-2.3781116640367017,-8.807239298693448,0.5016685205784205,0.5044444444444445,4.4455793587417306e-11,BXP
1,SVR,-2.9883416120031545,-30.896058887766845,-16.189706116377536,0.5022246941045606,0.5088888888888888,8.871912247597415e-66,BXP
2,Ridge,2.114136785898081,-2.5537580875532035,9.207383872909842,0.4961067853170189,0.5044444444444445,3.5286536840809435e-17,BXP
0,Elastic Net,-10.145701662682326,-16.357999000586396,-60.00138344461084,0.5161290322580645,0.49333333333333335,3.0951934183817044e-17,ARE
1,SVR,-9.123776558878264,-138.77314549881257,-21.48698909370514,0.5133481646273638,0.46,0.0,ARE
2,Ridge,9.404666527377275,-15.664410650365786,59.188282064148176,0.521134593993326,0.5022222222222222,3.709237513487704e-15,ARE
0,Elastic Net,-2.5228373559647457,-4.662384738777894,-18.139139745737342,0.5094549499443827,0.4866666666666667,2.5521874756848357e-18,DRE
1,SVR,-74.36700612255522,-32.57226226046176,-7.529266643156189,0.521134593993326,0.5177777777777778,0.0,DRE
2,Ridge,2.000160944511639,-4.457977140390093,14.507050434148269,0.4983314794215795,0.5066666666666667,7.71561586058941e-05,DRE
0,Elastic Net,-0.5507234299561968,-0.8275552216438227,-5.169869602145785,0.46774193548387094,0.5444444444444444,3.014259204347328e-19,BMRA
1,SVR,-34.21895748143315,-0.8445384906936069,-44460.29451292549,0.4977753058954394,0.56,0.0,BMRA
2,Ridge,0.6199782971741451,-1.137462891524428,4.877598565709903,0.4694104560622914,0.5355555555555556,1.0489212665477056e-20,BMRA
0,Elastic Net,-30.656683187519974,-60.91383973906654,-185.92475740055892,0.4899888765294772,0.54,2.475989569090639e-05,ULTA
1,SVR,-3.9641864305778736,-154.4070585784468,-5.59260924062956,0.5183537263626251,0.54,0.0,ULTA
2,Ridge,34.54851710772511,-54.39816192496075,230.5855469427217,0.5061179087875417,0.54,0.008491871989342094,ULTA
0,Elastic Net,-5.3353427372265125,-8.301669719084938,-12.556548494207052,0.5172413793103449,0.5333333333333333,1.5716934851884124e-14,PCAR
1,SVR,-0.4628548998408317,-8.899166100837178,-3.2206166864216765,0.5072302558398221,0.52,2.801917912779359e-36,PCAR
2,Ridge,5.763603435759828,-12.106619304957212,12.789881620372904,0.521134593993326,0.5333333333333333,1.5333123029650563e-06,PCAR
0,Elastic Net,-3.7708491510512587,-13.850844538402484,-16.006119158541885,0.5411568409343716,0.5088888888888888,1.4609238841016328e-11,GIS
1,SVR,-4.75371486085344,-28.086102664640485,-40.17210469411751,0.4872080088987764,0.49777777777777776,4.1549550246934764e-78,GIS
2,Ridge,6.102784400363717,-11.619454763131627,7.69128480107746,0.5389321468298109,0.4888888888888889,7.3784543144083945e-25,GIS
